Cluster,Gender,Annual Income,Price ($),Company,Model,Transmission,Color,Body Style
0,Male,770.0,25.0,Chevrolet,Corvette,Auto,Pale White,SUV
1,Male,810.0,61.0,Saturn,SC,Manual,Pale White,SUV
0,Male,780.0,19.0,Subaru,Outback,Auto,Pale White,SUV
1,Male,650.0,45.0,Buick,Park Avenue,Manual,Pale White,Hatchback
0,Male,601.0,11.0,Nissan,Pathfinder,Manual,Pale White,SUV
0,Female,851.0,19.0,Chrysler,Sebring Coupe,Auto,Pale White,Sedan
0,Male,890.0,33.0,Volkswagen,Jetta,Auto,Pale White,Passenger
0,Male,960.0,25.0,Dodge,Stratus,Manual,Pale White,Hatchback
2,Male,1235.0,12.5,Mitsubishi,3000GT,Auto,Pale White,Sedan
1,Male,1080.0,43.0,Pontiac,Firebird,Manual,Black,SUV
0,Female,690.0,17.0,Volkswagen,Golf,Manual,Pale White,SUV
2,Male,2200.0,17.0,Oldsmobile,Alero,Manual,Black,SUV
1,Female,13.5,39.0,Dodge,Ram Pickup,Auto,Pale White,SUV
1,Male,13.5,43.0,Pontiac,Firebird,Manual,Black,SUV
0,Male,1100.0,15.0,Jeep,Grand Cherokee,Manual,Pale White,SUV
0,Male,1155.0,22.5,Subaru,Forester,Auto,Black,SUV
0,Male,931.0,21.0,Nissan,Altima,Auto,Pale White,Hatchback
0,Male,910.0,9.0,BMW,323i,Auto,Black,Hatchback
0,Male,555.0,22.0,Porsche,Carrera Coupe,Auto,Pale White,SUV
0,Male,856.0,26.0,Cadillac,Escalade,Auto,Black,Sedan
0,Male,670.0,14.0,Audi,A6,Auto,Black,SUV
0,Male,706.0,21.0,BMW,528i,Manual,Black,SUV
0,Male,1145.0,15.5,Chevrolet,Prizm,Auto,Pale White,SUV
0,Male,317.5,26.5,Mercedes-B,SLK,Manual,Black,Passenger
0,Male,160.0,9.0,Nissan,Xterra,Auto,Black,Passenger
0,Male,13.5,31.0,Ford,Mustang,Auto,Pale White,Hatchback
1,Male,686.0,46.0,Chrysler,Concorde,Auto,Pale White,SUV
1,Male,501.5,39.5,Mitsubishi,Montero Sport,Auto,Pale White,SUV
0,Male,13.5,16.0,Nissan,Sentra,Auto,Black,Passenger
0,Male,13.5,29.0,Ford,Crown Victoria,Auto,Pale White,Passenger
0,Female,13.5,19.0,Pontiac,Bonneville,Auto,Pale White,Hatchback
0,Male,506.0,22.001,Subaru,Forester,Auto,Black,SUV
0,Male,13.5,15.0,Mercedes-B,C-Class,Auto,Pale White,Hatchback
2,Male,1800.0,45.0,Chevrolet,Corvette,Auto,Pale White,SUV
1,Male,275.0,41.0,Toyota,Corolla,Auto,Pale White,Passenger
2,Male,1300.0,13.0,Volkswagen,Passat,Auto,Pale White,Hatchback
2,Female,4700.0,17.0,Volkswagen,Cabrio,Auto,Pale White,Sedan
1,Male,1525.0,46.5,Chrysler,Sebring Coupe,Auto,Pale White,Sedan
2,Male,1620.0,19.0,Ford,Windstar,Auto,Pale White,Sedan
2,Male,1985.0,33.5,Volkswagen,Jetta,Auto,Red,Passenger
1,Male,1750.0,54.0,Honda,Odyssey,Manual,Pale White,Passenger
2,Male,2100.0,33.0,Mercury,Cougar,Auto,Black,Hatchback
2,Male,2350.0,53.0,Toyota,Tacoma,Auto,Pale White,SUV
0,Male,560.0,12.0,Nissan,Quest,Manual,Black,SUV
0,Male,13.5,25.0,Dodge,Stratus,Manual,Red,Hatchback
0,Male,13.5,34.0,Toyota,Camry,Manual,Black,Hatchback
2,Male,3750.0,14.0,Mercury,Villager,Manual,Pale White,Passenger
0,Male,13.5,13.0,Chevrolet,Metro,Manual,Pale White,Passenger
0,Male,780.0,28.0,Saab,5-Sep,Manual,Pale White,Hatchback
0,Female,13.5,14.0,Mercedes-B,SLK230,Manual,Pale White,Hatchback
0,Male,500.0,31.0,Nissan,Xterra,Manual,Red,Passenger
2,Male,1264.0,29.4,Ford,Crown Victoria,Auto,Red,Passenger
2,Male,1462.0,25.2,Lexus,LS400,Manual,Red,Sedan
0,Male,440.0,29.0,Mercedes-B,CL500,Manual,Red,SUV
2,Male,1575.0,12.5,Lexus,GS400,Auto,Black,Hatchback
1,Male,865.0,53.0,Toyota,Tacoma,Auto,Pale White,SUV
0,Male,13.5,19.0,Mitsubishi,Diamante,Manual,Red,Hatchback
2,Male,3600.0,19.0,Pontiac,Bonneville,Auto,Red,Hatchback
2,Male,2425.0,21.5,Mitsubishi,Diamante,Auto,Pale White,Hatchback
2,Male,1890.0,20.0,Nissan,Frontier,Manual,Pale White,Hatchback
2,Male,2325.0,28.5,Chrysler,Concorde,Manual,Pale White,SUV
0,Male,600.0,14.0,Audi,A6,Manual,Pale White,SUV
0,Male,875.0,15.0,Ford,Escort,Auto,Red,Passenger
0,Male,785.0,15.0,Lexus,LX470,Auto,Pale White,SUV
0,Female,895.0,31.0,Lexus,GS400,Auto,Pale White,Hatchback
1,Male,1205.0,57.5,Chevrolet,Malibu,Manual,Pale White,SUV
1,Male,1085.0,49.5,Ford,Focus,Manual,Black,SUV
1,Male,850.0,41.0,Dodge,Viper,Auto,Red,SUV
2,Male,1400.0,18.0,Ford,Expedition,Manual,Black,SUV
0,Male,400.0,16.0,Dodge,Ram Pickup,Manual,Pale White,SUV
1,Male,1065.0,82.5,Lincoln,Continental,Manual,Red,Passenger
0,Female,803.0,25.0,Mercedes-B,M-Class,Manual,Red,SUV
0,Male,773.0,22.0,Chrysler,300M,Auto,Pale White,SUV
0,Male,700.0,26.0,Chrysler,LHS,Auto,Black,Hatchback
0,Male,760.0,15.0,Hyundai,Sonata,Manual,Black,SUV
1,Male,1190.0,45.001,Buick,Park Avenue,Manual,Red,Hatchback
2,Male,1270.0,25.0,Dodge,Ram Pickup,Manual,Red,SUV
0,Male,1015.0,14.5,Ford,Expedition,Manual,Pale White,SUV
0,Male,875.0,19.0,Oldsmobile,Silhouette,Manual,Red,Sedan
0,Female,13.5,22.0,Nissan,Pathfinder,Manual,Black,SUV
1,Male,315.0,57.0,Dodge,Ram Pickup,Auto,Red,SUV
0,Female,950.0,35.0,Volkswagen,Golf,Auto,Red,SUV
0,Male,721.0,12.0,Chrysler,Concorde,Auto,Black,SUV
0,Male,1100.0,19.0,Mercury,Grand Marquis,Auto,Black,SUV
1,Male,1007.0,42.7,Lincoln,Continental,Manual,Black,Passenger
0,Male,13.5,21.0,Mitsubishi,Diamante,Auto,Pale White,Hatchback
1,Female,13.5,45.0,Volkswagen,Beetle,Auto,Red,SUV
0,Male,13.5,34.0,Lexus,ES300,Manual,Black,SUV
0,Male,746.0,15.001,Hyundai,Sonata,Manual,Black,SUV
2,Male,1160.0,24.0,Mitsubishi,3000GT,Manual,Red,Sedan
2,Male,1950.0,26.0,Subaru,Forester,Manual,Red,SUV
1,Female,13.5,43.0,Pontiac,Firebird,Manual,Black,SUV
0,Male,1105.0,18.5,Mitsubishi,Diamante,Auto,Black,Hatchback
1,Male,13.5,45.0,Honda,Civic,Manual,Pale White,Hatchback
0,Male,591.0,15.0,Jeep,Grand Cherokee,Manual,Pale White,SUV
0,Male,960.0,19.0,Pontiac,Grand Am,Auto,Red,SUV
0,Male,815.0,12.0,Buick,Park Avenue,Auto,Red,Hatchback
2,Male,2920.0,19.0,Mitsubishi,3000GT,Auto,Red,Sedan
2,Male,1635.0,23.5,Jeep,Wrangler,Manual,Pale White,Hatchback
1,Male,550.0,39.0,Mitsubishi,Montero Sport,Auto,Red,SUV
0,Female,13.5,33.001,Lincoln,Town car,Manual,Pale White,Hatchback
0,Male,13.5,26.0,Subaru,Forester,Manual,Red,SUV
1,Male,605.0,57.001,Subaru,Outback,Auto,Red,SUV
0,Male,661.0,25.0,Volkswagen,Golf,Manual,Red,SUV
0,Male,13.5,24.0,Chevrolet,Prizm,Manual,Red,SUV
0,Male,450.0,21.0,Chevrolet,Prizm,Manual,Red,SUV
0,Male,13.5,17.0,Mercedes-B,C-Class,Manual,Pale White,Hatchback
0,Male,13.5,15.0,Porsche,Carrera Coupe,Auto,Red,SUV
0,Female,478.0,21.0,Dodge,Dakota,Auto,Pale White,Sedan
0,Male,615.0,14.0,Mercedes-B,SLK230,Manual,Pale White,Hatchback
0,Male,13.5,19.0,Mitsubishi,3000GT,Auto,Red,Sedan
1,Male,680.0,45.0,Dodge,Ram Pickup,Auto,Pale White,SUV
1,Male,450.0,69.0,Saab,3-Sep,Auto,Red,Sedan
0,Female,531.0,21.0,Chrysler,LHS,Auto,Pale White,Hatchback
0,Male,581.0,14.0,Oldsmobile,Silhouette,Manual,Pale White,Sedan
1,Female,388.5,38.5,Volkswagen,Jetta,Auto,Pale White,Passenger
0,Male,625.0,32.0,Porsche,Carrera Cabrio,Auto,Pale White,Passenger
0,Male,645.4,22.4,Mercedes-B,CL500,Manual,Black,SUV
0,Female,465.0,19.0,Ford,Contour,Auto,Red,Sedan
0,Male,680.0,31.0,Acura,RL,Manual,Red,SUV
0,Female,605.0,21.0,Chevrolet,Monte Carlo,Auto,Red,Hatchback
0,Male,629.5,21.5,Dodge,Ram Pickup,Manual,Pale White,SUV
0,Male,900.0,24.0,Dodge,Caravan,Manual,Red,SUV
0,Female,470.0,26.001,Porsche,Boxter,Auto,Black,SUV
0,Female,633.0,19.0,Dodge,Ram Pickup,Manual,Black,SUV
0,Male,860.0,19.0,Dodge,Neon,Manual,Red,SUV
1,Male,13.5,45.0,Volkswagen,Beetle,Auto,Red,SUV
1,Female,611.0,42.001,Pontiac,Grand Prix,Auto,Pale White,Passenger
0,Female,550.0,29.001,Plymouth,Neon,Manual,Black,SUV
0,Male,601.0,34.001,Acura,RL,Manual,Red,SUV
0,Male,687.0,22.001,Dodge,Avenger,Auto,Red,Passenger
0,Male,668.0,31.001,Toyota,Camry,Auto,Red,Hatchback
0,Male,485.0,10.001,Mercedes-B,S-Class,Auto,Pale White,SUV
2,Male,2440.0,36.0,Saturn,SW,Manual,Black,Passenger
0,Male,1110.0,16.0,BMW,328i,Auto,Black,Sedan
0,Male,580.0,24.0,Toyota,Tacoma,Manual,Pale White,SUV
2,Male,2009.0,14.9,Acura,TL,Manual,Pale White,Hatchback
2,Male,2300.0,49.001,Mitsubishi,Diamante,Manual,Black,Hatchback
0,Female,792.0,15.001,Audi,A6,Manual,Black,SUV
0,Male,13.5,16.001,Nissan,Sentra,Auto,Black,Passenger
1,Female,340.0,45.001,Saturn,LS,Auto,Pale White,Sedan
0,Male,13.5,27.001,Plymouth,Neon,Auto,Pale White,SUV
0,Female,13.5,17.001,Acura,RL,Manual,Pale White,SUV
0,Male,13.5,16.001,Toyota,Sienna,Manual,Black,Passenger
1,Male,13.5,41.001,Toyota,Corolla,Auto,Red,Passenger
1,Male,1050.0,41.0,Ford,Explorer,Auto,Red,Hatchback
0,Male,13.5,22.0,Cadillac,DeVille,Auto,Red,SUV
0,Male,13.5,22.0,Subaru,Forester,Auto,Black,SUV
1,Male,13.5,69.0,Lexus,LS400,Manual,Black,Sedan
1,Male,1320.0,60.0,Oldsmobile,Silhouette,Auto,Black,Sedan
0,Male,13.5,11.0,Ford,Escort,Manual,Black,Passenger
1,Female,482.5,39.5,Mercury,Sable,Auto,Red,Sedan
1,Male,13.5,42.0,Ford,Explorer,Auto,Pale White,Hatchback
2,Male,1405.0,17.5,Acura,RL,Manual,Red,SUV
2,Male,2102.0,26.2,Chrysler,LHS,Auto,Black,Hatchback
0,Male,13.5,18.0,Lincoln,Continental,Manual,Black,Passenger
0,Male,435.0,9.0,Nissan,Xterra,Auto,Black,Passenger
0,Female,13.5,18.0,Volkswagen,Golf,Auto,Pale White,SUV
0,Female,700.0,13.0,Ford,F-Series,Manual,Red,Passenger
0,Male,13.5,21.0,Jeep,Grand Cherokee,Manual,Red,SUV
0,Male,555.0,14.0,Honda,Accord,Manual,Red,Sedan
0,Male,491.0,31.0,BMW,528i,Auto,Black,SUV
0,Male,540.0,31.0,Toyota,Celica,Auto,Pale White,SUV
2,Male,1601.0,22.1,Subaru,Forester,Auto,Black,SUV
0,Male,13.5,18.0,Chrysler,Concorde,Manual,Black,SUV
0,Male,793.0,16.0,Dodge,Ram Pickup,Manual,Pale White,SUV
1,Male,1105.0,44.5,Audi,A8,Manual,Black,Passenger
0,Male,841.0,20.0,Volkswagen,Passat,Manual,Red,Hatchback
1,Male,528.5,42.5,Audi,A6,Auto,Pale White,SUV
2,Male,2200.0,31.0,Dodge,Intrepid,Auto,Red,Sedan
0,Male,13.5,16.0,Chevrolet,Prizm,Manual,Black,SUV
2,Male,1325.0,16.5,Volkswagen,Cabrio,Auto,Black,Sedan
0,Male,13.5,18.0,Lincoln,Town car,Auto,Pale White,Hatchback
0,Male,930.0,22.0,Ford,Explorer,Auto,Black,Hatchback
0,Male,640.0,21.0,Honda,Accord,Auto,Pale White,Sedan
0,Male,13.5,22.0,Ford,Taurus,Manual,Red,SUV
0,Male,745.0,19.0,Chevrolet,Metro,Auto,Pale White,Passenger
0,Male,930.0,31.001,Toyota,Camry,Auto,Red,Hatchback
0,Female,520.0,25.001,Dodge,Viper,Auto,Pale White,SUV
0,Male,600.0,33.001,Mercedes-B,SLK230,Auto,Black,Hatchback
0,Male,460.0,36.001,Jeep,Grand Cherokee,Auto,Pale White,SUV
2,Male,1775.0,44.5,Cadillac,Seville,Manual,Black,SUV
0,Male,785.0,26.001,Hyundai,Elantra,Manual,Pale White,Sedan
0,Male,737.0,31.001,Ford,Windstar,Auto,Red,Sedan
1,Male,703.0,41.0,Mercedes-B,M-Class,Manual,Pale White,SUV
0,Male,13.5,21.0,Nissan,Pathfinder,Auto,Red,SUV
0,Female,360.0,9.001,Mercury,Mystique,Auto,Black,Passenger
1,Male,13.5,41.001,Ford,Explorer,Auto,Red,Hatchback
1,Male,970.0,53.0,Toyota,Tacoma,Auto,Pale White,SUV
0,Male,510.0,17.0,Oldsmobile,Alero,Manual,Black,SUV
1,Female,467.5,69.501,Lexus,LS400,Manual,Black,Sedan
1,Female,630.0,82.001,Volvo,C70,Manual,Red,Hatchback
1,Male,1630.0,49.001,Saturn,LW,Manual,Red,Hatchback
1,Male,800.0,41.0,Chevrolet,Malibu,Manual,Pale White,SUV
1,Female,13.5,75.001,Cadillac,Catera,Auto,Pale White,Hatchback
2,Male,1960.0,19.001,Mitsubishi,3000GT,Auto,Red,Sedan
2,Male,1470.0,31.001,Dodge,Ram Van,Auto,Red,Hatchback
1,Male,13.5,49.001,Mercury,Grand Marquis,Manual,Black,SUV
1,Male,13.5,38.0,Cadillac,Escalade,Auto,Pale White,Sedan
1,Male,1414.0,85.4,Cadillac,Eldorado,Manual,Black,Passenger
1,Male,1815.0,60.5,Dodge,Ram Van,Auto,Black,Hatchback
0,Male,630.0,16.0,Jaguar,S-Type,Auto,Black,Passenger
1,Male,13.5,69.0,Lexus,LS400,Manual,Black,Sedan
2,Male,1870.0,16.0,Dodge,Ram Wagon,Manual,Pale White,Passenger
2,Male,1785.0,31.501,Toyota,Camry,Auto,Red,Hatchback
0,Male,330.0,34.001,Cadillac,Escalade,Manual,Black,Sedan
0,Male,13.5,14.001,Jeep,Cherokee,Auto,Red,Sedan
0,Male,13.5,22.001,Ford,Expedition,Manual,Red,SUV
2,Male,1930.0,13.001,Audi,A8,Manual,Red,Passenger
0,Male,13.5,37.001,Cadillac,Eldorado,Manual,Red,Passenger
2,Male,1853.0,18.3,Lexus,RX300,Manual,Black,SUV
0,Male,1035.0,25.501,Dodge,Viper,Auto,Pale White,SUV
0,Male,550.0,12.0,Chrysler,Concorde,Auto,Black,SUV
0,Male,381.0,17.001,Acura,RL,Manual,Pale White,SUV
0,Male,1040.0,22.001,Honda,CR-V,Auto,Pale White,SUV
2,Male,1419.0,28.901,Toyota,RAV4,Auto,Black,Hatchback
1,Male,690.0,57.0,Chevrolet,Malibu,Manual,Pale White,SUV
0,Male,1070.0,31.0,Nissan,Pathfinder,Auto,Red,SUV
1,Male,850.0,46.0,Chevrolet,Corvette,Auto,Pale White,SUV
0,Male,532.0,18.0,BMW,328i,Auto,Black,Sedan
0,Male,13.5,16.0,Volkswagen,Cabrio,Auto,Black,Sedan
2,Male,1450.0,18.0,Pontiac,Sunfire,Auto,Black,Sedan
0,Male,13.5,15.0,Oldsmobile,Silhouette,Manual,Pale White,Sedan
0,Male,13.5,25.0,Volkswagen,GTI,Auto,Red,SUV
2,Male,1340.0,16.0,Plymouth,Prowler,Manual,Pale White,Hatchback
0,Female,508.0,27.0,Lexus,ES300,Auto,Pale White,SUV
2,Male,1271.0,33.1,Mercedes-B,SLK230,Auto,Black,Hatchback
0,Male,610.0,19.0,BMW,323i,Auto,Red,Hatchback
0,Male,13.5,23.0,Jeep,Wrangler,Manual,Pale White,Hatchback
0,Male,715.0,18.0,Ford,Ranger,Manual,Black,SUV
1,Male,13.5,82.0,Toyota,Tacoma,Manual,Red,SUV
0,Male,665.0,23.0,Jeep,Wrangler,Manual,Pale White,Hatchback
0,Male,645.0,22.0,Honda,Passport,Manual,Black,SUV
0,Male,13.5,36.0,Volvo,S40,Manual,Black,Sedan
0,Male,706.0,25.0,Chevrolet,Corvette,Auto,Pale White,SUV
1,Male,780.0,42.0,Pontiac,Grand Prix,Auto,Pale White,Passenger
0,Female,931.0,34.0,Oldsmobile,Aurora,Manual,Red,Passenger
0,Male,601.0,25.0,BMW,528i,Manual,Red,SUV
1,Male,1005.0,42.5,Chevrolet,Prizm,Auto,Pale White,SUV
0,Male,805.0,22.0,Lexus,LS400,Auto,Black,Sedan
0,Male,585.0,12.0,Volvo,C70,Auto,Black,Hatchback
0,Male,13.5,22.0,Dodge,Ram Wagon,Auto,Black,Passenger
0,Male,645.0,36.0,Volvo,C70,Manual,Black,Hatchback
1,Male,410.0,42.0,Ford,Explorer,Auto,Pale White,Hatchback
0,Male,550.0,16.0,Plymouth,Prowler,Manual,Pale White,Hatchback
1,Male,470.0,49.0,Subaru,Outback,Manual,Red,SUV
0,Male,470.0,19.0,Honda,Accord,Auto,Pale White,Sedan
0,Male,13.5,16.0,BMW,328i,Auto,Black,Sedan
1,Male,475.0,43.0,Pontiac,Sunfire,Manual,Red,Sedan
0,Male,640.0,21.0,Acura,TL,Manual,Black,Hatchback
1,Male,1330.0,42.001,Mitsubishi,Galant,Auto,Pale White,Passenger
1,Male,780.0,69.0,Nissan,Pathfinder,Manual,Black,SUV
0,Male,720.0,15.001,Ford,Escort,Auto,Red,Passenger
0,Male,888.0,31.001,Acura,RL,Manual,Red,SUV
1,Male,420.0,57.0,Dodge,Ram Pickup,Auto,Red,SUV
0,Male,13.5,9.001,Mercury,Grand Marquis,Auto,Black,SUV
2,Male,1325.0,15.501,BMW,323i,Auto,Red,Hatchback
0,Male,368.0,16.001,Nissan,Sentra,Auto,Black,Passenger
2,Male,1300.0,26.001,Chrysler,Sebring Coupe,Manual,Pale White,Sedan
0,Male,450.0,21.001,Volvo,S80,Manual,Pale White,Sedan
1,Male,1385.0,42.5,Chevrolet,Lumina,Manual,Black,Passenger
0,Male,13.5,31.0,Toyota,Camry,Auto,Red,Hatchback
1,Male,13.5,61.0,Mercury,Sable,Manual,Red,Sedan
2,Male,2100.0,26.0,Lincoln,Town car,Auto,Black,Hatchback
2,Male,1700.0,26.0,Chevrolet,Corvette,Manual,Black,SUV
2,Male,2500.0,21.0,Chrysler,LHS,Auto,Pale White,Hatchback
2,Male,1910.0,39.0,Mercedes-B,S-Class,Auto,Black,SUV
0,Male,1060.0,18.0,Volkswagen,Golf,Auto,Pale White,SUV
0,Male,13.5,16.0,Chrysler,300M,Auto,Red,SUV
1,Male,2200.0,71.0,Mercedes-B,SLK230,Manual,Red,Hatchback
1,Male,736.0,54.0,Lexus,LX470,Manual,Pale White,SUV
0,Female,13.5,29.0,Ford,Crown Victoria,Auto,Red,Passenger
0,Male,13.5,24.0,Oldsmobile,Aurora,Auto,Red,Passenger
0,Male,13.5,22.0,Plymouth,Voyager,Auto,Pale White,Passenger
2,Male,1405.0,17.5,Mercedes-B,SL-Class,Manual,Red,SUV
1,Male,725.0,82.0,Toyota,Tacoma,Manual,Red,SUV
2,Male,2860.0,54.0,Honda,Odyssey,Manual,Pale White,Passenger
2,Female,1453.0,26.3,Chrysler,LHS,Auto,Black,Hatchback
1,Male,13.5,42.0,Chevrolet,Lumina,Manual,Black,Passenger
1,Male,1530.0,43.0,Honda,Civic,Manual,Black,Hatchback
0,Male,444.0,25.0,Ford,Ranger,Manual,Black,SUV
2,Male,1812.5,28.25,Acura,TL,Auto,Black,Hatchback
2,Male,1370.0,18.001,Volvo,C70,Auto,Black,Hatchback
1,Male,1610.0,85.001,Audi,A6,Manual,Black,SUV
0,Male,880.0,12.001,Dodge,Dakota,Manual,Red,Sedan
2,Male,1415.0,27.5,Lexus,ES300,Auto,Pale White,SUV
1,Male,13.5,42.0,Mitsubishi,Montero Sport,Manual,Black,SUV
0,Male,13.5,18.0,Porsche,Carrera Cabrio,Auto,Pale White,Passenger
0,Male,690.0,9.0,Mitsubishi,Mirage,Auto,Black,SUV
0,Female,820.0,21.0,Jaguar,S-Type,Manual,Red,Passenger
0,Male,682.0,32.0,Porsche,Carrera Cabrio,Auto,Pale White,Passenger
0,Male,13.5,12.0,Mercedes-B,C-Class,Manual,Pale White,Hatchback
0,Male,990.0,17.001,Mercedes-B,SLK,Manual,Pale White,Passenger
0,Male,895.0,16.0,Chevrolet,Prizm,Manual,Black,SUV
0,Male,760.0,20.0,Ford,Crown Victoria,Manual,Pale White,Passenger
0,Female,711.0,22.0,Lexus,LS400,Auto,Black,Sedan
2,Male,1300.0,14.001,Ford,F-Series,Manual,Pale White,Passenger
0,Female,674.0,15.001,Lexus,LX470,Auto,Pale White,SUV
1,Male,566.0,39.001,Mercedes-B,S-Class,Auto,Black,SUV
1,Male,650.0,39.001,Lexus,LS400,Auto,Black,Sedan
0,Male,710.0,27.0,Honda,Passport,Manual,Pale White,SUV
1,Male,435.0,41.001,Dodge,Viper,Auto,Red,SUV
0,Male,530.0,22.001,Volkswagen,Jetta,Auto,Black,Passenger
1,Male,475.0,38.001,Volkswagen,Jetta,Auto,Pale White,Passenger
0,Male,1000.0,20.001,Hyundai,Sonata,Manual,Black,SUV
0,Male,761.0,19.001,Dodge,Durango,Auto,Black,SUV
0,Male,1050.0,27.001,Dodge,Durango,Manual,Pale White,SUV
1,Male,786.0,49.001,Subaru,Outback,Manual,Red,SUV
0,Male,13.5,22.0,Volkswagen,Jetta,Auto,Red,Passenger
0,Male,13.5,31.0,Dodge,Viper,Auto,Red,SUV
0,Male,796.0,19.0,Buick,Regal,Auto,Black,Passenger
1,Female,666.3,41.301,Chrysler,LHS,Manual,Pale White,Hatchback
2,Male,1217.5,29.751,Acura,TL,Auto,Red,Hatchback
0,Male,13.5,20.001,Nissan,Altima,Auto,Pale White,Hatchback
0,Female,610.0,22.001,Cadillac,DeVille,Auto,Red,SUV
0,Male,1055.0,31.5,Dodge,Stratus,Auto,Red,Hatchback
0,Male,620.0,31.0,Dodge,Intrepid,Auto,Red,Sedan
1,Male,660.0,61.0,Buick,Park Avenue,Auto,Black,Hatchback
0,Male,681.0,26.0,Dodge,Viper,Manual,Black,SUV
0,Male,657.0,14.0,Honda,Accord,Manual,Red,Sedan
1,Male,13.5,43.0,Ford,Taurus,Manual,Black,SUV
0,Female,13.5,22.0,Ford,Mustang,Manual,Black,Hatchback
0,Male,630.0,20.0,Nissan,Frontier,Manual,Pale White,Hatchback
0,Male,880.0,18.0,Toyota,Avalon,Auto,Pale White,Sedan
1,Male,479.0,57.0,Chevrolet,Malibu,Manual,Pale White,SUV
0,Male,650.0,31.0,Chevrolet,Metro,Auto,Black,Passenger
0,Male,855.0,18.0,BMW,328i,Auto,Black,Sedan
0,Male,13.5,34.0,Oldsmobile,Aurora,Manual,Red,Passenger
0,Male,613.0,36.0,Volvo,S40,Manual,Black,Sedan
0,Male,640.0,18.0,Dodge,Ram Van,Auto,Pale White,Hatchback
0,Male,13.5,17.0,Lincoln,Town car,Manual,Black,Hatchback
1,Female,671.0,42.0,Chrysler,Concorde,Auto,Pale White,SUV
0,Male,450.0,15.0,Audi,A6,Manual,Black,SUV
2,Male,1470.0,28.0,Acura,TL,Auto,Black,Hatchback
0,Female,800.0,16.0,Chevrolet,Malibu,Auto,Black,SUV
1,Male,1300.0,43.0,Ford,Mustang,Manual,Red,Hatchback
0,Male,13.5,12.0,Toyota,Land Cruiser,Auto,Red,SUV
0,Male,597.5,25.5,Chevrolet,Malibu,Auto,Pale White,SUV
1,Female,500.0,45.0,Dodge,Ram Pickup,Auto,Pale White,SUV
0,Female,510.0,15.0,Chevrolet,Prizm,Auto,Red,SUV
1,Male,13.5,49.0,Mitsubishi,Diamante,Manual,Black,Hatchback
2,Male,1864.0,41.401,Chevrolet,Camaro,Auto,Black,Sedan
0,Male,710.0,27.0,Mitsubishi,Eclipse,Auto,Black,SUV
0,Male,565.5,22.5,Subaru,Forester,Auto,Black,SUV
1,Female,13.5,75.001,Cadillac,Catera,Auto,Pale White,Hatchback
0,Female,13.5,22.0,Subaru,Forester,Auto,Black,SUV
1,Male,680.0,41.001,Dodge,Viper,Auto,Red,SUV
0,Male,670.0,24.0,Chevrolet,Malibu,Manual,Red,SUV
0,Male,821.0,17.0,Buick,Century,Auto,Pale White,SUV
1,Male,13.5,38.001,Cadillac,Escalade,Auto,Pale White,Sedan
0,Male,880.0,16.001,Chrysler,300M,Auto,Red,SUV
1,Male,13.5,71.001,Oldsmobile,Aurora,Manual,Red,Passenger
1,Male,693.0,45.001,Acura,Integra,Auto,Black,Passenger
0,Male,710.0,20.001,Jaguar,S-Type,Manual,Pale White,Passenger
0,Male,770.0,19.001,Honda,Accord,Auto,Pale White,Sedan
1,Male,765.0,36.001,Volvo,S40,Manual,Black,Sedan
1,Male,630.0,49.0,Ford,Focus,Manual,Black,SUV
1,Male,1155.0,53.5,Toyota,Tacoma,Auto,Pale White,SUV
2,Male,2325.0,27.501,Toyota,Sienna,Manual,Black,Passenger
0,Male,853.0,35.0,Volkswagen,Golf,Auto,Red,SUV
0,Male,745.0,15.0,Chevrolet,Prizm,Auto,Red,SUV
0,Female,645.0,15.001,Ford,Escort,Auto,Red,Passenger
1,Female,13.5,71.001,Mercedes-B,SLK230,Manual,Red,Hatchback
2,Male,3340.0,17.001,Volkswagen,Cabrio,Auto,Pale White,Sedan
2,Male,2376.0,12.601,Audi,A4,Manual,Pale White,SUV
2,Female,2505.0,46.501,Chrysler,Concorde,Auto,Pale White,SUV
2,Male,1650.0,38.0,Dodge,Caravan,Auto,Pale White,SUV
0,Male,500.0,16.001,Chevrolet,Prizm,Manual,Black,SUV
2,Male,3650.0,13.001,Chevrolet,Metro,Manual,Pale White,Passenger
0,Male,345.0,18.0,BMW,328i,Auto,Black,Sedan
0,Female,705.0,19.0,Oldsmobile,Bravada,Auto,Red,Hatchback
0,Male,950.0,22.0,Nissan,Maxima,Manual,Pale White,Sedan
1,Male,13.5,61.0,Ford,Ranger,Auto,Black,SUV
1,Female,13.5,45.0,Dodge,Ram Pickup,Auto,Pale White,SUV
0,Male,13.5,16.0,Chrysler,300M,Auto,Red,SUV
1,Male,760.0,49.0,Volvo,C70,Auto,Black,Hatchback
0,Male,735.0,22.0,Subaru,Forester,Auto,Black,SUV
0,Male,13.5,31.0,Cadillac,Eldorado,Auto,Red,Passenger
1,Male,1005.0,49.5,Saturn,LW,Manual,Red,Hatchback
0,Male,600.0,15.0,Hyundai,Sonata,Manual,Black,SUV
0,Male,381.0,26.0,Mercury,Sable,Auto,Pale White,Sedan
0,Female,876.0,29.0,Nissan,Maxima,Manual,Red,Sedan
0,Male,1150.0,16.0,Volkswagen,Jetta,Auto,Red,Passenger
0,Male,13.5,19.0,Pontiac,Bonneville,Auto,Red,Hatchback
